"","symbol","X","et.avg","et.sd","pval.x","pval.t"
"230","01303.HK",1.00296608437042,-0.0192439110899734,0.200330874518593,5.10694302235227e-25,0.000226437486731468
"231","01305.HK",1.01664592354494,0.0047025688280348,0.129493669395657,5.94414946020514e-71,0.00843661669613758
"232","01308.HK",1.00331290050861,0.0191729677957579,0.0749824458537427,2.04426763492267e-134,0.00147237593064159
"233","00131.HK",1.00668274086298,0.00527748933289677,0.0890843761803371,1.42356722752823e-228,2.76839191353866e-13
"234","01310.HK",0.979414104790643,-0.0149677626432887,0.0586364358534012,1.47788771363613e-93,0.815644999630712
"235","01312.HK",1.02569553002138,0.00677141705798217,0.125449137460746,9.38260902938159e-97,4.30359523469256e-05
"236","01313.HK",0.983369495975728,-0.00495544156993935,0.0728213060342276,2.7012164792093e-145,0.253346862409354
"237","01314.HK",1.01256925261401,-0.0123991915084773,0.0624962324476196,2.06847556411367e-121,0.00171642484368682
"238","01316.HK",1.0333804045607,0.0395252678575133,0.0926885101017258,7.90402428032296e-95,0.131742289012111
"239","01317.HK",1.00508685469142,-0.00405533436227576,0.125631214234451,1.28511991885031e-71,0.00167860469247516
"240","01319.HK",0.995820442087439,-0.00315764018874963,0.0665125694154,6.75248375857782e-114,1.80610113323873e-07
"241","00132.HK",1.00552247734734,0.00895265446410595,0.121413890867933,2.46383761194132e-203,1.34475784628027e-11
"242","01321.HK",1.00022669328647,-0.00664850906920954,0.181653800849904,6.43651162568396e-61,2.55805227858089e-09
"243","01323.HK",0.989713899848442,-0.00297764834863085,0.190703635650965,3.14270857197142e-80,1.68877965195441e-17
"244","01326.HK",1.02022380815969,0.00932939969874582,0.150741593668403,4.4111439363573e-82,0.000142364316357744
"245","01327.HK",1.01242294557107,-0.023966337407619,0.187901331090002,1.28629853868321e-56,0.00137039889469928
"246","01328.HK",1.01652192749674,0.00348104847915629,0.163510774774201,1.81475547910308e-130,8.34648142658312e-11
